LOG,Execution Date:  7/25/2023                    Execution Start Time: 15:33:30
LOG,*** BEGIN EXECUTION: AnnAGNPS v6.00.a.014_2022.03.08; 64-bit ***
WARNING,Section = "GLOBAL IDS FACTORS AND FLAGS DATA",ID = "",Parameter column = " 54",Unrecognized column header "Width_ Reserved_j". This column will be ignored.
WARNING,Section = "GLOBAL IDS FACTORS AND FLAGS DATA",ID = "",Parameter column = " 55",Unrecognized column header "Width_ Reserved_k". This column will be ignored.
WARNING,Section = "CROP DATA",ID = "",Parameter column = "  6",Unrecognized column header "'USLE_C_Fctr". This column will be ignored.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c63",Parameter = "Curve Number ID",Record # = "7117",A blank was encountered on the first event of a new management schedule with an operation date of "04/14/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c64",Parameter = "Curve Number ID",Record # = "7146",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c65",Parameter = "Curve Number ID",Record # = "7183",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c66",Parameter = "Curve Number ID",Record # = "7205",A blank was encountered on the first event of a new management schedule with an operation date of "11/05/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c67",Parameter = "Curve Number ID",Record # = "7228",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c68",Parameter = "Curve Number ID",Record # = "7251",A blank was encountered on the first event of a new management schedule with an operation date of "11/05/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c69",Parameter = "Curve Number ID",Record # = "7275",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c70",Parameter = "Curve Number ID",Record # = "7297",A blank was encountered on the first event of a new management schedule with an operation date of "11/05/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c71",Parameter = "Curve Number ID",Record # = "7320",A blank was encountered on the first event of a new management schedule with an operation date of "03/20/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c72",Parameter = "Curve Number ID",Record # = "7344",A blank was encountered on the first event of a new management schedule with an operation date of "11/05/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c73",Parameter = "Curve Number ID",Record # = "7369",A blank was encountered on the first event of a new management schedule with an operation date of "03/20/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c74",Parameter = "Curve Number ID",Record # = "7395",A blank was encountered on the first event of a new management schedule with an operation date of "11/05/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c75",Parameter = "Curve Number ID",Record # = "7422",A blank was encountered on the first event of a new management schedule with an operation date of "04/14/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c76",Parameter = "Curve Number ID",Record # = "7443",A blank was encountered on the first event of a new management schedule with an operation date of "11/05/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c77",Parameter = "Curve Number ID",Record # = "7466",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c78",Parameter = "Curve Number ID",Record # = "7488",A blank was encountered on the first event of a new management schedule with an operation date of "04/14/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c79",Parameter = "Curve Number ID",Record # = "7509",A blank was encountered on the first event of a new management schedule with an operation date of "04/14/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c80",Parameter = "Curve Number ID",Record # = "7540",A blank was encountered on the first event of a new management schedule with an operation date of "03/20/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c81",Parameter = "Curve Number ID",Record # = "7566",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c82",Parameter = "Curve Number ID",Record # = "7590",A blank was encountered on the first event of a new management schedule with an operation date of "04/14/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c83",Parameter = "Curve Number ID",Record # = "7619",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c84",Parameter = "Curve Number ID",Record # = "7635",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c85",Parameter = "Curve Number ID",Record # = "7657",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c86",Parameter = "Curve Number ID",Record # = "7678",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c87",Parameter = "Curve Number ID",Record # = "7700",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c88",Parameter = "Curve Number ID",Record # = "7722",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c89",Parameter = "Curve Number ID",Record # = "7758",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c90",Parameter = "Curve Number ID",Record # = "7781",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c91",Parameter = "Curve Number ID",Record # = "7802",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c92",Parameter = "Curve Number ID",Record # = "7839",A blank was encountered on the first event of a new management schedule with an operation date of "05/01/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c93",Parameter = "Curve Number ID",Record # = "7860",A blank was encountered on the first event of a new management schedule with an operation date of "05/08/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c94",Parameter = "Curve Number ID",Record # = "7883",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c95",Parameter = "Curve Number ID",Record # = "7905",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c96",Parameter = "Curve Number ID",Record # = "7928",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c97",Parameter = "Curve Number ID",Record # = "7950",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c98",Parameter = "Curve Number ID",Record # = "7965",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c99",Parameter = "Curve Number ID",Record # = "7988",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c100",Parameter = "Curve Number ID",Record # = "8011",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c101",Parameter = "Curve Number ID",Record # = "8033",A blank was encountered on the first event of a new management schedule with an operation date of "03/20/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c102",Parameter = "Curve Number ID",Record # = "8064",A blank was encountered on the first event of a new management schedule with an operation date of "03/20/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c103",Parameter = "Curve Number ID",Record # = "8095",A blank was encountered on the first event of a new management schedule with an operation date of "03/20/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c104",Parameter = "Curve Number ID",Record # = "8119",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c105",Parameter = "Curve Number ID",Record # = "8143",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c106",Parameter = "Curve Number ID",Record # = "8166",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c107",Parameter = "Curve Number ID",Record # = "8192",A blank was encountered on the first event of a new management schedule with an operation date of "03/20/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;c108",Parameter = "Curve Number ID",Record # = "8217",A blank was encountered on the first event of a new management schedule with an operation date of "06/21/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;_co1",Parameter = "Curve Number ID",Record # = "8239",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;_co2",Parameter = "Curve Number ID",Record # = "8281",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;soy1",Parameter = "Curve Number ID",Record # = "8324",A blank was encountered on the first event of a new management schedule with an operation date of "11/05/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cmz63;soy2",Parameter = "Curve Number ID",Record # = "8341",A blank was encountered on the first event of a new management schedule with an operation date of "03/20/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "bean;gre10",Parameter = "Curve Number ID",Record # = "8356",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "bean;gre11",Parameter = "Curve Number ID",Record # = "8444",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "bean;gre12",Parameter = "Curve Number ID",Record # = "8485",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "bean;gre13",Parameter = "Curve Number ID",Record # = "8528",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "bean;gre14",Parameter = "Curve Number ID",Record # = "8600",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "bean;gre15",Parameter = "Curve Number ID",Record # = "8678",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "bean;gre16",Parameter = "Curve Number ID",Record # = "8718",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "bean;gre17",Parameter = "Curve Number ID",Record # = "8757",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "bean;gre18",Parameter = "Curve Number ID",Record # = "8799",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "bean;gre19",Parameter = "Curve Number ID",Record # = "8843",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "bean;gre20",Parameter = "Curve Number ID",Record # = "8889",A blank was encountered on the first event of a new management schedule with an operation date of "03/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "bean;gre21",Parameter = "Curve Number ID",Record # = "8946",A blank was encountered on the first event of a new management schedule with an operation date of "03/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "bean;gre22",Parameter = "Curve Number ID",Record # = "9016",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "bean;gre23",Parameter = "Curve Number ID",Record # = "9079",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "bean;gre24",Parameter = "Curve Number ID",Record # = "9144",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "bean;gre25",Parameter = "Curve Number ID",Record # = "9211",A blank was encountered on the first event of a new management schedule with an operation date of "03/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "1tobacco_1",Parameter = "Curve Number ID",Record # = "9289",A blank was encountered on the first event of a new management schedule with an operation date of "03/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tobacco_21",Parameter = "Curve Number ID",Record # = "9352",A blank was encountered on the first event of a new management schedule with an operation date of "03/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tobacco_w1",Parameter = "Curve Number ID",Record # = "9424",A blank was encountered on the first event of a new management schedule with an operation date of "03/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tobacco_w2",Parameter = "Curve Number ID",Record # = "9472",A blank was encountered on the first event of a new management schedule with an operation date of "03/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tobacco_w3",Parameter = "Curve Number ID",Record # = "9528",A blank was encountered on the first event of a new management schedule with an operation date of "03/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "1obacco_11",Parameter = "Curve Number ID",Record # = "9570",A blank was encountered on the first event of a new management schedule with an operation date of "03/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "1obacco_12",Parameter = "Curve Number ID",Record # = "9627",A blank was encountered on the first event of a new management schedule with an operation date of "03/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "1obacco_13",Parameter = "Curve Number ID",Record # = "9669",A blank was encountered on the first event of a new management schedule with an operation date of "03/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tobacco_22",Parameter = "Curve Number ID",Record # = "9726",A blank was encountered on the first event of a new management schedule with an operation date of "03/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tobacco_23",Parameter = "Curve Number ID",Record # = "9796",A blank was encountered on the first event of a new management schedule with an operation date of "03/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "3obacco;_3",Parameter = "Curve Number ID",Record # = "9866",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "3obacco;_4",Parameter = "Curve Number ID",Record # = "9892",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tobacco;_5",Parameter = "Curve Number ID",Record # = "9918",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tobacco;_6",Parameter = "Curve Number ID",Record # = "9946",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cool_seas1",Parameter = "Curve Number ID",Record # = "9974",A blank was encountered on the first event of a new management schedule with an operation date of "02/20/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cool_seas2",Parameter = "Curve Number ID",Record # = "10009",A blank was encountered on the first event of a new management schedule with an operation date of "02/20/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cool_seas3",Parameter = "Curve Number ID",Record # = "10042",A blank was encountered on the first event of a new management schedule with an operation date of "04/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "cool_seas4",Parameter = "Curve Number ID",Record # = "10082",A blank was encountered on the first event of a new management schedule with an operation date of "04/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "warm_seas6",Parameter = "Curve Number ID",Record # = "10131",A blank was encountered on the first event of a new management schedule with an operation date of "04/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "2tobacco_1",Parameter = "Curve Number ID",Record # = "10174",A blank was encountered on the first event of a new management schedule with an operation date of "03/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "1tobacco_2",Parameter = "Curve Number ID",Record # = "10236",A blank was encountered on the first event of a new management schedule with an operation date of "03/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "1obacco_14",Parameter = "Curve Number ID",Record # = "10298",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tobacco_15",Parameter = "Curve Number ID",Record # = "10316",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tobacco_16",Parameter = "Curve Number ID",Record # = "10337",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tobacco_17",Parameter = "Curve Number ID",Record # = "10358",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tobacco_18",Parameter = "Curve Number ID",Record # = "10387",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tobacco_19",Parameter = "Curve Number ID",Record # = "10412",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "2tobacco_2",Parameter = "Curve Number ID",Record # = "10451",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "1tobacco_3",Parameter = "Curve Number ID",Record # = "10483",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "1tobacco_4",Parameter = "Curve Number ID",Record # = "10517",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "1tobacco_5",Parameter = "Curve Number ID",Record # = "10555",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "1tobacco_6",Parameter = "Curve Number ID",Record # = "10595",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "1tobacco_7",Parameter = "Curve Number ID",Record # = "10637",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "1tobacco_8",Parameter = "Curve Number ID",Record # = "10681",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "2tobacco_3",Parameter = "Curve Number ID",Record # = "10746",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "2tobacco_4",Parameter = "Curve Number ID",Record # = "10806",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "2tobacco_5",Parameter = "Curve Number ID",Record # = "10870",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "2tobacco_6",Parameter = "Curve Number ID",Record # = "10938",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tobacco-s1",Parameter = "Curve Number ID",Record # = "11010",A blank was encountered on the first event of a new management schedule with an operation date of "03/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tobacco-s2",Parameter = "Curve Number ID",Record # = "11035",A blank was encountered on the first event of a new management schedule with an operation date of "03/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tobacco-s3",Parameter = "Curve Number ID",Record # = "11063",A blank was encountered on the first event of a new management schedule with an operation date of "03/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "1tobacco_9",Parameter = "Curve Number ID",Record # = "11094",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "1obacco_10",Parameter = "Curve Number ID",Record # = "11128",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "2obacco_11",Parameter = "Curve Number ID",Record # = "11164",A blank was encountered on the first event of a new management schedule with an operation date of "11/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
